sample_id,model_1,model_2,model_3,mean,std
sample_474,8.732,9.26,8.854,8.9487,0.2764
sample_475,8.1707,8.6571,8.1534,8.3271,0.2859
sample_476,9.1455,9.7179,9.3132,9.3922,0.2942
sample_477,9.263,9.7251,9.3257,9.4379,0.2507
sample_478,9.4245,9.8006,9.4752,9.5668,0.2041
sample_479,8.9375,9.4727,9.0909,9.167,0.2756
sample_480,8.6756,9.1415,8.8614,8.8928,0.2346
sample_481,8.1084,8.6076,8.0845,8.2668,0.2954
sample_482,9.5555,9.9746,9.5473,9.6925,0.2444
sample_483,8.7677,9.38,9.0036,9.0505,0.3088
sample_484,8.1746,8.4195,7.9298,8.1746,0.2449
sample_485,8.2263,8.4879,8.1707,8.295,0.1694
sample_486,8.6358,8.8607,8.5228,8.6731,0.172
sample_487,8.051,8.5425,8.0238,8.2058,0.2919
sample_488,8.2367,8.7553,8.3084,8.4335,0.281
sample_489,9.3009,9.8079,9.3248,9.4779,0.2861
sample_490,8.0462,8.5332,8.0332,8.2042,0.285
sample_491,8.3428,8.5528,8.1641,8.3533,0.1946
sample_492,8.1778,8.2766,8.0773,8.1772,0.0997
sample_493,8.9632,9.2089,8.9724,9.0481,0.1393
sample_494,8.8781,9.4848,9.0517,9.1382,0.3125
sample_495,9.1892,9.4307,9.1042,9.2414,0.1694
sample_496,8.1645,8.385,8.0534,8.201,0.1688
sample_497,8.0817,8.7037,8.2139,8.3331,0.3277
sample_498,9.0592,9.6574,9.1345,9.2837,0.3258
sample_499,7.2785,7.9868,7.442,7.5691,0.3709
sample_500,9.12,9.7377,9.3065,9.3881,0.3168
sample_501,9.0116,9.4432,9.1815,9.2121,0.2174
sample_502,7.4992,8.1386,7.6226,7.7535,0.3392
sample_503,9.0936,9.2285,8.9445,9.0889,0.1421
sample_504,8.1071,8.6998,8.1978,8.3349,0.3192
sample_505,8.4396,8.8293,8.4244,8.5645,0.2295
sample_506,8.6383,9.0438,8.5977,8.7599,0.2467
sample_507,8.0226,8.5272,7.887,8.1456,0.3374
sample_508,9.1139,9.5854,9.1177,9.2723,0.2711
sample_509,8.6988,8.834,8.5734,8.7021,0.1303
sample_510,8.6318,8.9427,8.4834,8.686,0.2344
sample_511,7.6091,8.2458,7.7258,7.8603,0.339
sample_512,8.6555,9.325,8.8853,8.9552,0.3402
sample_513,8.5475,8.9871,8.7201,8.7516,0.2215
sample_514,8.8111,9.3875,8.9979,9.0655,0.2941
sample_515,9.4215,9.7631,9.3383,9.5076,0.2251
sample_516,9.5067,9.9456,9.4485,9.6336,0.2717
sample_517,8.4994,9.0277,8.7042,8.7438,0.2663
sample_518,8.7346,9.1155,8.7695,8.8732,0.2105
sample_519,8.1537,8.5757,8.1894,8.3063,0.234
sample_520,7.8526,8.5808,7.9734,8.1356,0.3903
sample_521,9.0271,9.393,9.1109,9.177,0.1917
sample_522,8.9741,9.5357,9.0931,9.201,0.2959
sample_523,8.8949,9.2522,8.7712,8.9728,0.2498
sample_524,9.7149,10.1476,9.7381,9.8668,0.2434
sample_525,7.5693,8.1097,7.6748,7.7846,0.2864
sample_526,9.301,9.737,9.311,9.4497,0.2489
sample_527,9.5342,9.8891,9.5182,9.6472,0.2097
sample_528,8.7089,8.9899,8.6862,8.795,0.1691
sample_529,9.0122,9.6099,9.1531,9.2584,0.3125
sample_530,7.6042,8.2009,7.6171,7.8074,0.3409
sample_531,7.8756,8.3453,7.8365,8.0191,0.2832
sample_532,7.9159,8.5058,7.9307,8.1175,0.3364
sample_533,9.1735,9.7909,9.4175,9.4607,0.3109
sample_534,9.1447,9.5575,9.0912,9.2645,0.2552
sample_535,8.4748,9.0772,8.6761,8.7427,0.3067
sample_536,9.5326,9.9081,9.4031,9.6146,0.2623
sample_537,8.8097,9.2419,8.9506,9.0007,0.2204
sample_538,7.6265,7.952,7.6138,7.7307,0.1917
sample_539,8.5215,9.1264,8.5717,8.7399,0.3357
sample_540,8.594,8.7573,8.4334,8.5949,0.162
sample_541,8.9548,9.3955,9.0422,9.1308,0.2333
sample_542,9.44,9.9184,9.4347,9.5977,0.2778
sample_543,9.4037,9.8754,9.4665,9.5819,0.2562
sample_544,8.393,8.9161,8.6007,8.6366,0.2634
sample_545,9.3368,9.8935,9.3926,9.541,0.3066
sample_546,7.8773,8.416,7.9889,8.0941,0.2843
sample_547,8.7689,9.4323,8.9666,9.056,0.3406
sample_548,8.6009,8.8401,8.5131,8.6514,0.1692
sample_549,8.9974,9.5609,9.2518,9.27,0.2822
sample_550,8.1172,8.4739,8.147,8.246,0.1979
sample_551,8.0472,8.4558,8.0944,8.1991,0.2235
sample_552,9.3124,9.7994,9.2339,9.4486,0.3063
sample_553,7.7459,8.2744,7.7637,7.928,0.3001
sample_554,8.9572,9.1548,8.9836,9.0319,0.1073
sample_555,8.1439,8.4907,8.1188,8.2511,0.2079
sample_556,8.3412,8.8995,8.6114,8.6173,0.2792
sample_557,8.9886,9.6807,9.2233,9.2975,0.352
sample_558,9.4287,9.9345,9.619,9.6607,0.2554
sample_559,8.8288,9.5743,8.9623,9.1218,0.3976
sample_560,8.2239,8.7021,8.2275,8.3845,0.2751
sample_561,9.0698,9.5564,9.1779,9.268,0.2555
sample_562,8.1291,8.4572,8.2155,8.2673,0.17
sample_563,9.4323,10.0067,9.3579,9.599,0.355
sample_564,7.7511,8.5059,7.6668,7.9746,0.462
sample_565,7.8647,8.4496,7.8794,8.0646,0.3335
sample_566,8.0281,8.357,7.8911,8.0921,0.2394
sample_567,8.697,9.2557,8.9786,8.9771,0.2794
sample_568,9.1858,9.6708,9.243,9.3665,0.265
sample_569,8.8194,9.319,8.9845,9.041,0.2545
sample_570,9.077,9.6122,9.2256,9.305,0.2763
sample_571,9.0938,9.6358,9.1975,9.309,0.2877
sample_572,9.1533,9.6717,9.2567,9.3606,0.2744
sample_573,8.5821,9.0105,8.6668,8.7531,0.2269
sample_574,8.997,9.725,9.2564,9.3261,0.369
sample_575,8.2453,8.6856,8.296,8.409,0.2409
sample_576,8.887,9.4915,8.9824,9.1203,0.325
sample_577,8.8541,9.5881,9.0709,9.171,0.3771
sample_578,8.9671,9.2921,8.918,9.0591,0.2033
sample_579,8.6371,8.8095,8.5342,8.6603,0.1391
sample_580,7.8104,8.2407,7.8599,7.9703,0.2354
sample_581,7.7187,8.2812,7.7984,7.9328,0.3043
sample_582,9.372,9.8538,9.4578,9.5612,0.257
sample_583,9.1749,9.6036,9.2035,9.3273,0.2397
sample_584,9.4393,9.8543,9.5287,9.6074,0.2184
sample_585,7.5516,8.1254,7.5464,7.7411,0.3328
sample_586,8.6862,8.7851,8.4042,8.6252,0.1976
sample_587,7.61,8.0867,7.6401,7.779,0.267
sample_588,8.388,8.8324,8.3623,8.5276,0.2643
sample_589,8.7145,8.9838,8.779,8.8258,0.1406
sample_590,8.9236,9.4162,9.0609,9.1336,0.2542
sample_591,8.0911,8.4518,8.1371,8.2267,0.1963
sample_592,9.0504,9.6367,9.1876,9.2915,0.3067
sample_593,8.3647,8.6088,8.2254,8.3996,0.194
sample_594,8.3537,8.5286,8.2649,8.3824,0.1342
sample_595,9.0473,9.6526,9.1825,9.2942,0.3177
sample_596,9.3275,9.8282,9.5285,9.5614,0.252
sample_597,9.3071,9.6011,9.3053,9.4045,0.1703
sample_598,8.7215,9.0581,8.7764,8.852,0.1806
sample_599,8.1992,8.6423,8.08,8.3072,0.2963
sample_600,8.7226,8.7504,8.4381,8.637,0.1728
sample_601,8.2495,8.5208,8.0686,8.2796,0.2276
sample_602,9.3272,9.7031,9.4149,9.4817,0.1967
sample_603,8.886,9.5563,9.1241,9.1888,0.3398
sample_604,8.5737,8.9739,8.5287,8.6921,0.2451
sample_605,8.0877,8.5347,8.0567,8.2264,0.2674
sample_606,8.1554,8.9047,8.2562,8.4387,0.4066
sample_607,8.9051,9.1421,8.8306,8.9593,0.1627
sample_608,7.0119,7.6954,6.918,7.2084,0.4243
sample_609,8.4612,8.638,8.1919,8.4304,0.2247
sample_610,8.474,8.7167,8.4161,8.5356,0.1595
sample_611,8.7947,9.4577,9.0858,9.1127,0.3323
sample_612,8.7533,9.3584,8.9376,9.0164,0.3102
sample_613,8.3844,8.8812,8.4818,8.5825,0.2633
sample_614,7.8437,8.1558,7.7098,7.9031,0.2289
sample_615,8.2999,8.2792,7.8871,8.1554,0.2326
sample_616,7.5696,8.1706,7.5413,7.7605,0.3555
sample_617,8.8773,8.9689,8.8233,8.8898,0.0736
sample_618,7.938,8.4337,7.9751,8.1156,0.2761
sample_619,8.0144,8.2824,7.9369,8.0779,0.1813
sample_620,7.2498,7.7604,7.31,7.44,0.2791
sample_621,8.5901,9.2874,9.0011,8.9595,0.3505
sample_622,7.7291,8.4115,7.9074,8.016,0.3539
sample_623,7.7562,8.3439,7.8646,7.9882,0.3128
sample_624,8.992,9.6049,9.2106,9.2692,0.3106
sample_625,7.753,8.155,7.7562,7.8881,0.2312
sample_626,8.0214,8.5712,8.1544,8.249,0.2868
sample_627,8.0653,8.5753,8.0283,8.223,0.3057
sample_628,7.9614,8.4028,7.9466,8.1036,0.2593
sample_629,8.5516,9.101,8.8111,8.8212,0.2748
sample_630,8.9631,8.9523,8.7197,8.8784,0.1375
sample_631,8.7341,9.0122,8.6499,8.7987,0.1896
sample_632,8.796,9.226,8.9949,9.0056,0.2152
sample_633,9.0026,9.3956,9.1556,9.1846,0.1981
sample_634,8.7523,9.2561,8.9729,8.9938,0.2525
sample_635,7.9923,8.4577,8.0452,8.1651,0.2548
sample_636,7.3029,7.8109,7.3697,7.4945,0.2761
sample_637,9.286,9.6653,9.2254,9.3922,0.2384
sample_638,9.1599,9.6852,9.3902,9.4118,0.2633
sample_639,8.477,8.8308,8.4495,8.5858,0.2127
sample_640,7.3021,7.6625,7.2398,7.4015,0.2282
sample_641,8.8103,9.2831,8.8892,8.9942,0.2533
sample_642,9.5774,10.0311,9.5187,9.7091,0.2804
sample_643,8.2875,8.5803,8.0642,8.3107,0.2588
sample_644,9.2396,9.7066,9.3532,9.4331,0.2436
sample_645,9.1853,9.6916,9.3238,9.4002,0.2617
sample_646,9.1683,9.8117,9.2856,9.4219,0.3427
sample_647,9.5489,9.942,9.6136,9.7015,0.2107
sample_648,7.9235,8.6082,8.0531,8.1949,0.3637
sample_649,8.7523,9.0764,8.5768,8.8018,0.2535
sample_650,7.7966,8.3561,7.7132,7.9553,0.3496
sample_651,9.2873,9.6861,9.2103,9.3946,0.2554
sample_652,8.9758,9.6375,9.1739,9.2624,0.3396
sample_653,9.065,9.2454,8.992,9.1008,0.1305
sample_654,7.6843,8.1062,7.4917,7.7607,0.3143
sample_655,9.0245,9.4576,9.1543,9.2121,0.2222
sample_656,8.2204,8.6691,8.158,8.3492,0.2788
sample_657,9.0977,9.7182,9.358,9.3913,0.3116
sample_658,8.2524,8.5468,8.2519,8.3504,0.1701
sample_659,9.1392,9.3902,9.0776,9.2023,0.1656
sample_660,8.2637,8.5109,8.2203,8.3316,0.1567
sample_661,9.2221,9.6662,9.3068,9.3984,0.2358
sample_662,8.0217,8.3636,7.9398,8.1084,0.2248
sample_663,9.2371,9.9055,9.2502,9.4642,0.3822
sample_664,9.628,10.0612,9.7325,9.8072,0.2261
sample_665,7.7295,8.164,7.6048,7.8328,0.2936
sample_666,8.9035,9.1533,8.9472,9.0013,0.1334
sample_667,8.5915,9.1989,8.7584,8.8496,0.3138
sample_668,8.3098,8.9008,8.4974,8.5693,0.302
sample_669,9.5302,9.9988,9.4364,9.6551,0.3013
sample_670,9.0542,9.4732,9.1588,9.2287,0.2181
sample_671,8.6699,9.1689,8.7652,8.868,0.2649
sample_672,8.9058,9.5459,9.1809,9.2109,0.3211
sample_673,8.2639,8.5328,8.2018,8.3328,0.1759
sample_674,8.8717,9.5816,8.9504,9.1346,0.3892
sample_675,7.7217,8.3581,7.7237,7.9345,0.3669
sample_676,8.931,9.4017,8.9145,9.0824,0.2766
sample_677,9.3841,9.8389,9.3922,9.5384,0.2603
sample_678,8.9101,9.5097,9.0666,9.1621,0.311
sample_679,8.9611,9.6418,9.1139,9.2389,0.3572
sample_680,9.3305,9.8665,9.4831,9.56,0.2762
sample_681,9.5084,9.9808,9.5836,9.6909,0.2539
sample_682,6.994,7.7608,7.1307,7.2952,0.409
sample_683,7.1109,8.0615,7.1877,7.4534,0.528
sample_684,7.6635,8.1585,7.7435,7.8552,0.2657
sample_685,8.2767,8.6137,8.2879,8.3928,0.1914
sample_686,8.8811,9.4015,9.0462,9.1096,0.266
sample_687,8.7304,8.9444,8.5554,8.7434,0.1948
sample_688,7.8825,8.3745,7.8692,8.0421,0.288
sample_689,8.7076,8.844,8.4715,8.6743,0.1884
sample_690,8.4285,9.2385,8.7447,8.8039,0.4082
sample_691,8.9872,9.1455,8.7513,8.9613,0.1984
sample_692,9.338,9.6881,9.3015,9.4425,0.2134
sample_693,8.0992,8.3349,7.9533,8.1291,0.1925
sample_694,9.4459,9.9643,9.5709,9.6604,0.2705
sample_695,7.2426,7.9225,7.34,7.5017,0.3676
sample_696,8.4021,8.7443,8.3316,8.4926,0.2208
sample_697,7.2091,7.8317,7.2384,7.4264,0.3513
sample_698,8.6964,9.1817,8.73,8.8694,0.271
sample_699,8.658,8.9201,8.5025,8.6935,0.2111
sample_700,8.7391,8.8271,8.5256,8.6973,0.155
sample_701,7.7429,8.3921,7.8805,8.0052,0.3421
sample_702,9.1059,9.5982,9.2201,9.3081,0.2577
sample_703,8.7641,9.1779,8.7467,8.8962,0.2441
sample_704,9.1053,9.6711,9.2228,9.333,0.2986
sample_705,9.3511,9.9324,9.5304,9.6046,0.2977
sample_706,8.7417,9.0014,8.7527,8.8319,0.1468
sample_707,8.519,8.8068,8.5167,8.6142,0.1668
sample_708,8.3494,8.9344,8.5093,8.5977,0.3024
sample_709,8.6075,9.0414,8.5085,8.7191,0.2834
sample_710,9.25,9.7273,9.3654,9.4476,0.2491
sample_711,9.0842,9.5725,9.1635,9.2734,0.2621
sample_712,8.2766,8.4441,8.0038,8.2415,0.2222
sample_713,9.143,9.7882,9.2271,9.3861,0.3508
sample_714,8.6345,8.9091,8.5247,8.6895,0.198
sample_715,8.6734,9.1353,8.8058,8.8715,0.2379
sample_716,8.2859,8.8611,8.4879,8.545,0.2918
sample_717,8.8294,9.3828,8.8466,9.0196,0.3146
sample_718,9.1816,9.7108,9.3479,9.4134,0.2706
sample_719,8.188,8.7256,8.2179,8.3772,0.3021
sample_720,9.2136,9.6544,9.2743,9.3808,0.2389
sample_721,7.9227,8.5461,8.0413,8.1701,0.331
sample_722,8.6197,8.996,8.5439,8.7199,0.2421
sample_723,9.0491,9.3669,9.0539,9.1566,0.1821
sample_724,9.3465,9.7748,9.3618,9.4944,0.243
sample_725,9.1417,9.212,8.9725,9.1087,0.1231
sample_726,8.0763,8.5576,7.9722,8.202,0.3123
sample_727,8.9352,9.052,8.86,8.9491,0.0968
sample_728,8.642,8.7971,8.5183,8.6524,0.1397
sample_729,8.8727,9.2538,8.9378,9.0215,0.2038
sample_730,7.5999,8.1116,7.643,7.7848,0.2838
sample_731,8.5431,8.597,8.4565,8.5322,0.0709
sample_732,7.3508,7.9849,7.3966,7.5774,0.3536
sample_733,9.028,9.6645,9.1745,9.289,0.3334
sample_734,7.7653,8.1673,7.6768,7.8698,0.2614
sample_735,9.6478,10.0305,9.5794,9.7526,0.2431
sample_736,9.2227,9.7416,9.3426,9.4357,0.2716
sample_737,7.2398,7.9863,7.3629,7.5297,0.4002
sample_738,9.0727,9.6914,9.142,9.302,0.339
sample_739,8.6094,8.7845,8.4421,8.612,0.1713
sample_740,8.536,8.7842,8.5074,8.6092,0.1522
sample_741,9.5971,9.8519,9.4853,9.6448,0.1879
sample_742,8.0126,8.3751,7.9876,8.1251,0.2169
sample_743,7.8447,8.1465,7.7021,7.8978,0.2269
sample_744,8.0945,8.6629,8.1587,8.3054,0.3113
sample_745,8.5373,8.8174,8.4695,8.608,0.1844
sample_746,7.9386,8.4011,7.9271,8.0889,0.2704
sample_747,8.144,8.7649,8.1545,8.3545,0.3555
sample_748,7.3751,8.029,7.5886,7.6642,0.3334
sample_749,8.8897,9.566,9.2109,9.2222,0.3383
sample_750,9.1116,9.7389,9.2895,9.38,0.3233
sample_751,8.9405,9.3364,9.038,9.105,0.2063
sample_752,8.7933,9.3656,8.9283,9.029,0.2992
sample_753,9.1738,9.3,8.9028,9.1255,0.203
sample_754,8.869,9.5053,9.2056,9.1933,0.3183
sample_755,7.6119,8.2359,7.6403,7.8294,0.3523
sample_756,8.0591,8.3851,7.9313,8.1251,0.234
sample_757,9.3134,9.8891,9.4319,9.5448,0.304
sample_758,7.4058,8.2044,7.6624,7.7575,0.4077
sample_759,8.1069,8.6197,8.1413,8.2893,0.2867
sample_760,8.9396,9.2375,8.7874,8.9882,0.2289
sample_761,9.0972,9.6348,9.1127,9.2815,0.306
sample_762,8.6913,9.3263,8.8328,8.9501,0.3334
sample_763,9.2032,9.5565,9.2744,9.3447,0.1868
sample_764,9.244,9.7516,9.3605,9.452,0.2659
sample_765,8.2584,8.9939,8.5682,8.6069,0.3693
sample_766,7.785,8.3002,7.7991,7.9615,0.2935
sample_767,8.7372,9.3105,8.8296,8.9591,0.3078
sample_768,9.5368,9.8994,9.5541,9.6635,0.2045
sample_769,8.6208,9.043,8.6156,8.7598,0.2453
sample_770,7.4427,8.0244,7.4634,7.6435,0.3301
sample_771,9.3477,9.7685,9.3653,9.4938,0.238
sample_772,9.327,9.8198,9.4333,9.5267,0.2594
sample_773,7.4645,8.0887,7.6446,7.7326,0.3213
sample_774,8.5394,9.0389,8.4856,8.688,0.3051
sample_775,8.9463,9.4211,9.003,9.1235,0.2593
sample_776,8.3199,8.9986,8.5541,8.6242,0.3447
sample_777,7.5116,7.9877,7.4772,7.6589,0.2853
sample_778,9.1148,9.5418,9.2131,9.2899,0.2236
sample_779,9.0844,9.5763,9.2482,9.303,0.2505
sample_780,8.5799,9.1873,8.8829,8.8834,0.3037
sample_781,8.4286,8.6923,8.3824,8.5011,0.1672
sample_782,8.069,8.632,8.123,8.2746,0.3107
sample_783,8.8223,9.3109,8.9507,9.028,0.2533
sample_784,9.1282,9.5858,9.2245,9.3128,0.2412
sample_785,8.8601,9.3256,9.0604,9.082,0.2335
sample_786,8.8205,9.2342,8.8292,8.9613,0.2364
sample_787,7.538,8.0196,7.5464,7.7014,0.2756
sample_788,8.3057,8.936,8.4125,8.5514,0.3373
sample_789,9.1511,9.6343,9.2065,9.3306,0.2644
sample_790,8.8677,9.3717,8.9602,9.0665,0.2683
sample_791,7.7577,8.4739,7.8319,8.0211,0.3939
sample_792,7.7846,8.3569,7.8097,7.9837,0.3234
sample_793,9.3846,9.8608,9.4847,9.5767,0.2511
sample_794,9.1542,9.5756,9.2039,9.3112,0.2303
sample_795,8.3267,8.8088,8.2534,8.463,0.3017
sample_796,8.8108,9.4118,9.1413,9.1213,0.301
sample_797,8.6994,9.3272,8.9187,8.9818,0.3186
sample_798,8.6115,8.937,8.5444,8.6976,0.21
sample_799,8.6702,8.9712,8.6211,8.7542,0.1896
sample_800,8.1618,8.7532,8.3233,8.4128,0.3057
sample_801,8.871,8.9484,8.6119,8.8104,0.1762
sample_802,8.3284,8.6895,8.5218,8.5132,0.1807
sample_803,8.9749,9.5823,9.2997,9.2856,0.3039
sample_804,9.2221,9.6321,9.2276,9.3606,0.2351
sample_805,9.4121,9.9961,9.511,9.6397,0.3126
sample_806,8.2914,8.66,8.299,8.4168,0.2106
sample_807,8.7616,8.9705,8.7341,8.8221,0.1293
sample_808,7.8325,8.2759,7.9447,8.0177,0.2306
sample_809,8.2294,8.3193,7.9575,8.1687,0.1884
sample_810,8.6216,8.6456,8.3778,8.5483,0.1482
sample_811,8.7154,8.9626,8.7649,8.8143,0.1308
sample_812,8.6408,9.3097,8.7324,8.8943,0.3626
sample_813,9.5939,10.0462,9.5717,9.7373,0.2678
sample_814,7.9507,8.6699,8.0642,8.2282,0.3867
sample_815,9.3946,9.8561,9.4463,9.5657,0.2529
sample_816,8.8017,9.0199,8.6235,8.815,0.1985
sample_817,7.8894,8.0592,7.7994,7.916,0.1319
sample_818,8.9314,9.5852,9.0698,9.1955,0.3446
sample_819,8.6183,9.1673,8.893,8.8929,0.2745
sample_820,8.425,8.8211,8.3562,8.5341,0.2509
sample_821,8.5597,8.9355,8.5389,8.678,0.2233
sample_822,8.4696,8.9176,8.4343,8.6072,0.2694
sample_823,8.9789,9.3966,9.0962,9.1572,0.2154
sample_824,8.9593,9.4857,9.1645,9.2032,0.2653
sample_825,9.1146,9.7299,9.2752,9.3733,0.3191
sample_826,8.7646,9.1918,8.7674,8.9079,0.2458
sample_827,9.1005,9.6576,9.2852,9.3478,0.2837
sample_828,8.4253,8.9821,8.4725,8.6266,0.3087
sample_829,9.0078,9.4601,9.0438,9.1706,0.2514
sample_830,8.3876,8.8542,8.4329,8.5583,0.2573
sample_831,8.5842,8.7616,8.4289,8.5916,0.1665
sample_832,9.2309,9.6446,9.2508,9.3754,0.2333
sample_833,9.0598,9.5934,9.1192,9.2574,0.2924
sample_834,7.7725,8.3771,7.7869,7.9788,0.345
sample_835,8.5962,9.3031,8.937,8.9454,0.3535
sample_836,8.6816,8.9691,8.7429,8.7978,0.1514
sample_837,7.6294,8.2678,7.6587,7.852,0.3604
sample_838,9.2102,9.643,9.2089,9.354,0.2502
sample_839,8.1026,8.6223,8.1143,8.2797,0.2968
sample_840,8.7534,9.0039,8.7016,8.8196,0.1617
sample_841,8.4843,9.0414,8.6234,8.7164,0.2899
sample_842,9.2045,9.6671,9.2825,9.3847,0.2477
sample_843,8.7387,8.9955,8.6,8.778,0.2007
sample_844,8.5923,8.8791,8.4865,8.6526,0.2031
sample_845,8.1891,8.671,8.1795,8.3465,0.281
sample_846,8.7878,8.859,8.5405,8.7291,0.1672
sample_847,8.2517,8.6553,8.3308,8.4126,0.2139
sample_848,7.5764,8.176,7.6735,7.8086,0.3218
sample_849,7.7068,8.0327,7.6233,7.7876,0.2163
sample_850,9.2611,9.7433,9.3711,9.4585,0.2527
sample_851,7.3194,8.0434,7.4801,7.6143,0.3802
sample_852,8.1906,8.3523,8.179,8.2407,0.0969
sample_853,8.0893,8.479,8.1356,8.2346,0.2129
sample_854,9.0654,9.733,9.4177,9.4054,0.334
sample_855,8.9636,9.5822,9.2742,9.2733,0.3093
sample_856,7.6357,8.1696,7.6179,7.8077,0.3135
sample_857,7.1551,7.8988,7.2728,7.4423,0.3998
sample_858,7.9456,8.4776,7.9169,8.1134,0.3158
sample_859,8.577,8.8862,8.4599,8.641,0.2202
sample_860,7.4149,8.0975,7.5494,7.6873,0.3616
sample_861,9.303,9.7377,9.2288,9.4232,0.2749
sample_862,9.1662,9.6124,9.2866,9.355,0.2308
sample_863,9.3698,9.7913,9.426,9.529,0.2288
sample_864,9.4116,9.7609,9.4843,9.5523,0.1843
sample_865,9.369,9.9426,9.4247,9.5788,0.3163
sample_866,7.976,8.3746,7.9188,8.0898,0.2483
sample_867,9.3818,9.8501,9.5317,9.5879,0.2391
sample_868,8.6152,8.8253,8.5158,8.6521,0.158
sample_869,8.7939,9.0898,8.7252,8.8696,0.1938
sample_870,8.9513,9.3889,8.931,9.0904,0.2587
sample_871,8.5228,9.0763,8.8113,8.8034,0.2768
sample_872,8.8584,8.8897,8.6078,8.7853,0.1545
sample_873,8.421,8.7232,8.37,8.5047,0.1909
sample_874,7.7316,8.2742,7.7861,7.9306,0.2987
sample_875,7.9303,8.4451,7.9483,8.1079,0.2922
sample_876,9.2967,9.8099,9.2722,9.4596,0.3036
sample_877,8.4868,8.9599,8.4993,8.6486,0.2696
sample_878,8.3299,8.7169,8.2141,8.4203,0.2633
sample_879,7.5382,8.1762,7.4339,7.7161,0.4019
sample_880,8.2099,8.6163,8.2262,8.3508,0.2301
sample_881,8.1577,8.4945,8.1104,8.2542,0.2095
sample_882,9.1461,9.8232,9.305,9.4248,0.3541
sample_883,9.0756,9.4766,9.155,9.2358,0.2124
sample_884,8.4622,8.7853,8.3063,8.5179,0.2443
sample_885,8.5587,8.6105,8.2444,8.4712,0.1981
sample_886,8.8565,9.4366,9.1131,9.1354,0.2907
sample_887,7.7083,8.0601,7.6651,7.8112,0.2167
sample_888,7.9274,8.2862,7.8555,8.023,0.2307
sample_889,8.6601,9.0805,8.7958,8.8455,0.2145
sample_890,8.8729,9.3843,9.0914,9.1162,0.2566
sample_891,9.4513,9.8509,9.4171,9.5731,0.2412
sample_892,7.6912,8.616,7.8656,8.0576,0.4914
sample_893,9.4371,9.7927,9.3536,9.5278,0.2332
sample_894,8.453,8.5155,8.2166,8.395,0.1576
sample_895,9.4242,9.8324,9.4502,9.569,0.2285
sample_896,9.0544,9.451,9.1389,9.2147,0.2089
sample_897,8.2819,8.5861,8.2337,8.3672,0.1911
sample_898,8.6266,8.989,8.7049,8.7735,0.1907
sample_899,7.5058,8.386,7.7424,7.8781,0.4555
sample_900,8.5819,9.2709,8.8053,8.8861,0.3515
sample_901,8.4997,9.1691,8.8545,8.8411,0.3349
sample_902,8.432,8.716,8.4078,8.5186,0.1714
sample_903,8.2877,8.5929,8.2307,8.3704,0.1947
sample_904,8.1992,8.7263,8.4497,8.4584,0.2636
sample_905,7.447,8.0116,7.275,7.5779,0.3853
sample_906,8.3563,8.8845,8.3986,8.5465,0.2935
sample_907,7.9733,8.4465,7.9615,8.1271,0.2767
sample_908,8.6064,9.0858,8.5799,8.7574,0.2847
sample_909,8.3791,8.7281,8.1974,8.4349,0.2697
sample_910,8.5071,8.9096,8.5286,8.6484,0.2264
sample_911,8.327,8.7202,8.3544,8.4672,0.2195
sample_912,8.4908,8.7758,8.296,8.5208,0.2413
sample_913,8.6978,9.2793,8.9482,8.9751,0.2917
sample_914,7.8558,8.3203,7.7042,7.9601,0.321
sample_915,8.582,8.6599,8.4314,8.5578,0.1161
sample_916,8.5947,9.1186,8.8237,8.8457,0.2626
sample_917,7.8535,8.2969,7.8456,7.9987,0.2583
sample_918,8.2066,8.5508,8.2187,8.3254,0.1953
sample_919,8.906,9.2565,9.0195,9.0607,0.1789
sample_920,9.1628,9.3405,8.8944,9.1326,0.2246
sample_921,8.2946,8.6027,8.1764,8.3579,0.2201
sample_922,8.2343,8.7995,8.2133,8.4157,0.3326
sample_923,7.9009,8.2804,7.9032,8.0282,0.2184
sample_924,8.414,8.7471,8.2388,8.4666,0.2582
sample_925,9.18,9.6683,9.2022,9.3502,0.2757
sample_926,8.7437,9.4516,8.9479,9.0477,0.3644
sample_927,7.2412,7.8695,7.1961,7.4356,0.3765
sample_928,8.1305,8.5232,8.0489,8.2342,0.2536
sample_929,9.1066,9.459,9.1044,9.2233,0.2041
sample_930,9.4101,9.8347,9.2847,9.5098,0.2883
sample_931,8.8874,9.6592,9.1672,9.2379,0.3907
sample_932,7.9234,8.39,7.9757,8.0963,0.2556
sample_933,8.8227,9.4011,8.9625,9.0621,0.3018
sample_934,9.2103,9.6663,9.2724,9.383,0.2473
sample_935,8.2035,8.7655,8.2535,8.4075,0.311
sample_936,8.9258,9.4499,9.0342,9.1366,0.2767
sample_937,8.3804,9.0107,8.478,8.623,0.3392
sample_938,9.1078,9.5751,9.2695,9.3175,0.2373
sample_939,8.8691,9.4504,9.1353,9.1516,0.291
sample_940,9.1494,9.4798,9.1581,9.2624,0.1883
sample_941,8.8429,9.2362,8.8452,8.9748,0.2264
sample_942,9.3904,9.9283,9.3531,9.5573,0.3219
sample_943,8.8018,9.2041,8.8323,8.946,0.224
sample_944,8.6277,9.015,8.6585,8.7671,0.2153
sample_945,8.5008,8.7847,8.4034,8.563,0.1981
sample_946,7.5685,8.1962,7.6606,7.8084,0.339
sample_947,8.2639,8.9321,8.38,8.5254,0.357
